# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-01T02:49:00.0/2025-11-01T02:50:00.0;12.4973;8.5529;6.3711;2.1818;11.7494;8.5529;6.3711;2.1818;11.7494;1.0000
2025-11-01T02:50:00.0/2025-11-01T02:51:00.0;12.5747;8.6185;6.4302;2.1883;11.7854;8.6185;6.4302;2.1883;11.7854;1.0000
2025-11-01T02:51:00.0/2025-11-01T02:52:00.0;12.6517;8.6839;6.4891;2.1947;11.8211;8.6839;6.4891;2.1947;11.8211;1.0000
2025-11-01T02:52:00.0/2025-11-01T02:53:00.0;12.7285;8.7491;6.5480;2.2010;11.8564;8.7491;6.5480;2.2010;11.8564;1.0000
2025-11-01T02:53:00.0/2025-11-01T02:54:00.0;12.8050;8.8141;6.6068;2.2073;11.8913;8.8132;6.6044;2.2088;11.8870;1.0000
2025-11-01T02:54:00.0/2025-11-01T02:55:00.0;12.8813;8.8789;6.6655;2.2135;11.9259;8.8487;6.5809;2.2678;11.7745;1.0000
2025-11-01T02:55:00.0/2025-11-01T02:56:00.0;12.9574;8.9436;6.7240;2.2196;11.9601;8.8835;6.5557;2.3278;11.6608;1.0000
2025-11-01T02:56:00.0/2025-11-01T02:57:00.0;13.0331;9.0081;6.7825;2.2256;11.9939;8.9177;6.5291;2.3886;11.5458;1.0000
2025-11-01T02:57:00.0/2025-11-01T02:58:00.0;13.1086;9.0724;6.8408;2.2315;12.0274;8.9514;6.5009;2.4505;11.4298;1.0000
2025-11-01T02:58:00.0/2025-11-01T02:59:00.0;13.1839;9.1365;6.8991;2.2374;12.0606;8.9844;6.4712;2.5132;11.3126;1.0000
2025-11-01T02:59:00.0/2025-11-01T03:00:00.0;13.2588;9.2004;6.9572;2.2432;12.0934;9.0168;6.4399;2.5769;11.1942;1.0000
2025-11-01T03:00:00.0/2025-11-01T03:01:00.0;13.3335;9.2637;7.0137;2.2500;12.1234;9.0481;6.4057;2.6424;11.0724;1.0000
2025-11-01T03:01:00.0/2025-11-01T03:02:00.0;13.4080;9.3263;7.0686;2.2577;12.1504;9.0784;6.3687;2.7097;10.9473;1.0000
2025-11-01T03:02:00.0/2025-11-01T03:03:00.0;13.4821;9.3887;7.1234;2.2653;12.1772;9.1081;6.3302;2.7779;10.8213;1.0000
2025-11-01T03:03:00.0/2025-11-01T03:04:00.0;13.5560;9.4509;7.1780;2.2729;12.2037;9.1373;6.2906;2.8467;10.6951;1.0000
2025-11-01T03:04:00.0/2025-11-01T03:05:00.0;13.6297;9.5129;7.2325;2.2804;12.2299;9.1700;6.2637;2.9062;10.5918;1.0000
2025-11-01T03:05:00.0/2025-11-01T03:06:00.0;13.7030;9.5747;7.2868;2.2879;12.2559;9.2021;6.2356;2.9665;10.4878;1.0000
2025-11-01T03:06:00.0/2025-11-01T03:07:00.0;13.7761;9.6363;7.3410;2.2954;12.2815;9.2337;6.2062;3.0274;10.3830;1.0000
2025-11-01T03:07:00.0/2025-11-01T03:08:00.0;13.8489;9.6977;7.3950;2.3027;12.3068;9.2647;6.1756;3.0891;10.2775;1.0000
2025-11-01T03:08:00.0/2025-11-01T03:09:00.0;13.9214;9.7589;7.4488;2.3101;12.3319;9.2952;6.1437;3.1514;10.1712;1.0000
2025-11-01T03:09:00.0/2025-11-01T03:10:00.0;13.9937;9.8199;7.5025;2.3174;12.3566;9.3251;6.1106;3.2145;10.0641;1.0000
2025-11-01T03:10:00.0/2025-11-01T03:11:00.0;14.0656;9.8807;7.5561;2.3246;12.3811;9.3545;6.0762;3.2782;9.9563;1.0000
2025-11-01T03:11:00.0/2025-11-01T03:12:00.0;14.1373;9.9413;7.6094;2.3318;12.4054;9.3833;6.0406;3.3427;9.8478;1.0000
2025-11-01T03:12:00.0/2025-11-01T03:13:00.0;14.2087;10.0016;7.6626;2.3390;12.4293;9.4116;6.0038;3.4078;9.7386;1.0000
2025-11-01T03:13:00.0/2025-11-01T03:14:00.0;14.2798;10.0618;7.7157;2.3461;12.4530;9.4420;5.9732;3.4687;9.6408;1.0000
2025-11-01T03:14:00.0/2025-11-01T03:15:00.0;14.3507;10.1217;7.7685;2.3532;12.4764;9.5607;6.1901;3.3706;9.9415;1.0000
2025-11-01T03:15:00.0/2025-11-01T03:16:00.0;14.4212;10.1814;7.8212;2.3602;12.4996;9.6800;6.4092;3.2708;10.2431;1.0000
2025-11-01T03:16:00.0/2025-11-01T03:17:00.0;14.4915;10.2409;7.8737;2.3672;12.5225;9.7999;6.6306;3.1693;10.5455;1.0000
2025-11-01T03:17:00.0/2025-11-01T03:18:00.0;14.5614;10.3001;7.9260;2.3741;12.5452;9.9202;6.8542;3.0660;10.8487;1.0000
2025-11-01T03:18:00.0/2025-11-01T03:19:00.0;14.6311;10.3591;7.9782;2.3810;12.5676;10.0410;7.0800;2.9611;11.1527;1.0000
2025-11-01T03:19:00.0/2025-11-01T03:20:00.0;14.7005;10.4179;8.0301;2.3878;12.5897;10.1624;7.3080;2.8544;11.4575;1.0000
2025-11-01T03:20:00.0/2025-11-01T03:21:00.0;14.7696;10.4765;8.0819;2.3946;12.6116;10.2843;7.5381;2.7461;11.7631;1.0000
2025-11-01T03:21:00.0/2025-11-01T03:22:00.0;14.8384;10.5349;8.1335;2.4014;12.6333;10.4066;7.7705;2.6362;12.0695;1.0000
2025-11-01T03:22:00.0/2025-11-01T03:23:00.0;14.9068;10.5930;8.1849;2.4081;12.6547;10.5295;8.0050;2.5245;12.3766;1.0000
2025-11-01T03:23:00.0/2025-11-01T03:24:00.0;14.9750;10.6509;8.2361;2.4148;12.6759;10.6494;8.2316;2.4178;12.6691;1.0000
2025-11-01T03:24:00.0/2025-11-01T03:25:00.0;15.0429;10.7085;8.2871;2.4214;12.6969;10.6572;8.1305;2.5267;12.4570;1.0000
2025-11-01T03:25:00.0/2025-11-01T03:26:00.0;15.1105;10.7659;8.3379;2.4280;12.7176;10.6642;8.0273;2.6368;12.2439;1.0000
2025-11-01T03:26:00.0/2025-11-01T03:27:00.0;15.1778;10.8231;8.3886;2.4346;12.7381;10.6704;7.9221;2.7483;12.0298;1.0000
2025-11-01T03:27:00.0/2025-11-01T03:28:00.0;15.2448;10.8801;8.4390;2.4411;12.7584;10.6758;7.8148;2.8610;11.8147;1.0000
2025-11-01T03:28:00.0/2025-11-01T03:29:00.0;15.3115;10.9368;8.4892;2.4475;12.7784;10.6805;7.7055;2.9750;11.5988;1.0000
2025-11-01T03:29:00.0/2025-11-01T03:30:00.0;15.3779;10.9932;8.5392;2.4540;12.7982;10.6844;7.5942;3.0903;11.3818;1.0000
2025-11-01T03:30:00.0/2025-11-01T03:31:00.0;15.4440;11.0494;8.5891;2.4604;12.8178;10.6876;7.4808;3.2068;11.1640;1.0000
2025-11-01T03:31:00.0/2025-11-01T03:32:00.0;15.5097;11.1054;8.6387;2.4667;12.8372;10.6900;7.3655;3.3245;10.9452;1.0000
2025-11-01T03:32:00.0/2025-11-01T03:33:00.0;15.5752;11.1611;8.6881;2.4730;12.8564;10.6917;7.2481;3.4435;10.7256;1.0000
2025-11-01T03:33:00.0/2025-11-01T03:34:00.0;15.6404;11.2166;8.7373;2.4793;12.8753;10.6937;7.1323;3.5614;10.5102;1.0000
2025-11-01T03:34:00.0/2025-11-01T03:35:00.0;15.7052;11.2718;8.7863;2.4855;12.8941;10.7331;7.1311;3.6019;10.4651;1.0000
2025-11-01T03:35:00.0/2025-11-01T03:36:00.0;15.7697;11.3268;8.8350;2.4917;12.9126;10.7721;7.1293;3.6428;10.4197;1.0000
2025-11-01T03:36:00.0/2025-11-01T03:37:00.0;15.8339;11.3815;8.8836;2.4979;12.9309;10.8108;7.1269;3.6838;10.3739;1.0000
2025-11-01T03:37:00.0/2025-11-01T03:38:00.0;15.8978;11.4360;8.9319;2.5040;12.9491;10.8490;7.1238;3.7252;10.3278;1.0000
2025-11-01T03:38:00.0/2025-11-01T03:39:00.0;15.9614;11.4902;8.9801;2.5101;12.9670;10.8869;7.1202;3.7668;10.2813;1.0000
2025-11-01T03:39:00.0/2025-11-01T03:40:00.0;16.0247;11.5441;9.0280;2.5162;12.9847;10.9245;7.1159;3.8086;10.2346;1.0000
2025-11-01T03:40:00.0/2025-11-01T03:41:00.0;16.0876;11.5978;9.0757;2.5222;13.0022;10.9616;7.1109;3.8507;10.1874;1.0000
2025-11-01T03:41:00.0/2025-11-01T03:42:00.0;16.1502;11.6512;9.1231;2.5281;13.0195;10.9984;7.1054;3.8931;10.1400;1.0000
2025-11-01T03:42:00.0/2025-11-01T03:43:00.0;16.2125;11.7044;9.1703;2.5341;13.0367;11.0349;7.0992;3.9357;10.0923;1.0000
2025-11-01T03:43:00.0/2025-11-01T03:44:00.0;16.2745;11.7573;9.2174;2.5400;13.0536;11.0733;7.0999;3.9734;10.0549;1.0000
2025-11-01T03:44:00.0/2025-11-01T03:45:00.0;16.3361;11.8100;9.2641;2.5458;13.0703;11.1918;7.3494;3.8424;10.3690;1.0000
2025-11-01T03:45:00.0/2025-11-01T03:46:00.0;16.3975;11.8624;9.3107;2.5517;13.0869;11.3107;7.6009;3.7098;10.6836;1.0000
2025-11-01T03:46:00.0/2025-11-01T03:47:00.0;16.4585;11.9145;9.3570;2.5575;13.1033;11.4299;7.8543;3.5756;10.9989;1.0000
2025-11-01T03:47:00.0/2025-11-01T03:48:00.0;16.5191;11.9663;9.4031;2.5632;13.1195;11.5495;8.1096;3.4399;11.3147;1.0000
2025-11-01T03:48:00.0/2025-11-01T03:49:00.0;16.5795;12.0179;9.4490;2.5689;13.1355;11.6694;8.3669;3.3025;11.6312;1.0000
2025-11-01T03:49:00.0/2025-11-01T03:50:00.0;16.6395;12.0692;9.4946;2.5746;13.1513;11.7896;8.6260;3.1636;11.9482;1.0000
2025-11-01T03:50:00.0/2025-11-01T03:51:00.0;16.6992;12.1203;9.5400;2.5803;13.1669;11.9102;8.8871;3.0231;12.2658;1.0000
2025-11-01T03:51:00.0/2025-11-01T03:52:00.0;16.7585;12.1710;9.5851;2.5859;13.1824;12.0311;9.1499;2.8811;12.5839;1.0000
2025-11-01T03:52:00.0/2025-11-01T03:53:00.0;16.8176;12.2215;9.6300;2.5915;13.1977;12.1523;9.4147;2.7376;12.9026;1.0000
2025-11-01T03:53:00.0/2025-11-01T03:54:00.0;16.8762;12.2717;9.6747;2.5970;13.2128;12.2717;9.6747;2.5970;13.2128;1.0000
2025-11-01T03:54:00.0/2025-11-01T03:55:00.0;16.9346;12.3217;9.7191;2.6025;13.2277;12.3217;9.7191;2.6025;13.2277;1.0000
2025-11-01T03:55:00.0/2025-11-01T03:56:00.0;16.9926;12.3713;9.7633;2.6080;13.2425;12.3713;9.7633;2.6080;13.2425;1.0000
2025-11-01T03:56:00.0/2025-11-01T03:57:00.0;17.0503;12.4207;9.8072;2.6135;13.2571;12.4207;9.8072;2.6135;13.2571;1.0000
2025-11-01T03:57:00.0/2025-11-01T03:58:00.0;17.1076;12.4698;9.8509;2.6189;13.2715;12.4698;9.8509;2.6189;13.2715;1.0000
2025-11-01T03:58:00.0/2025-11-01T03:59:00.0;17.1646;12.5186;9.8944;2.6242;13.2858;12.5186;9.8944;2.6242;13.2858;1.0000
2025-11-01T03:59:00.0/2025-11-01T04:00:00.0;17.2213;12.5671;9.9375;2.6296;13.2999;12.5671;9.9375;2.6296;13.2999;1.0000
2025-11-01T04:00:00.0/2025-11-01T04:01:00.0;17.2776;12.6154;9.9805;2.6349;13.3138;12.6154;9.9805;2.6349;13.3138;1.0000
2025-11-01T04:01:00.0/2025-11-01T04:02:00.0;17.3336;12.6634;10.0232;2.6402;13.3276;12.6634;10.0232;2.6402;13.3276;1.0000
2025-11-01T04:02:00.0/2025-11-01T04:03:00.0;17.3892;12.7110;10.0656;2.6454;13.3412;12.7110;10.0656;2.6454;13.3412;1.0000
2025-11-01T04:03:00.0/2025-11-01T04:04:00.0;17.4445;12.7584;10.1078;2.6506;13.3547;12.7576;10.1048;2.6528;13.3508;1.0000
2025-11-01T04:04:00.0/2025-11-01T04:05:00.0;17.4994;12.8055;10.1497;2.6558;13.3680;12.7769;10.0458;2.7311;13.2311;1.0000
2025-11-01T04:05:00.0/2025-11-01T04:06:00.0;17.5540;12.8523;10.1914;2.6610;13.3811;12.7957;9.9857;2.8100;13.1110;1.0000
2025-11-01T04:06:00.0/2025-11-01T04:07:00.0;17.6082;12.8989;10.2328;2.6661;13.3941;12.8140;9.9245;2.8895;12.9906;1.0000
2025-11-01T04:07:00.0/2025-11-01T04:08:00.0;17.6621;12.9451;10.2739;2.6712;13.4069;12.8318;9.8622;2.9696;12.8697;1.0000
2025-11-01T04:08:00.0/2025-11-01T04:09:00.0;17.7157;12.9910;10.3148;2.6762;13.4196;12.8492;9.7989;3.0503;12.7484;1.0000
2025-11-01T04:09:00.0/2025-11-01T04:10:00.0;17.7689;13.0367;10.3554;2.6812;13.4321;12.8660;9.7345;3.1315;12.6267;1.0000
2025-11-01T04:10:00.0/2025-11-01T04:11:00.0;17.8217;13.0820;10.3958;2.6862;13.4445;12.8823;9.6690;3.2133;12.5046;1.0000
2025-11-01T04:11:00.0/2025-11-01T04:12:00.0;17.8742;13.1271;10.4359;2.6912;13.4567;12.8982;9.6025;3.2956;12.3822;1.0000
2025-11-01T04:12:00.0/2025-11-01T04:13:00.0;17.9263;13.1718;10.4757;2.6961;13.4688;12.9136;9.5350;3.3785;12.2593;1.0000
2025-11-01T04:13:00.0/2025-11-01T04:14:00.0;17.9781;13.2163;10.5153;2.7010;13.4808;12.9302;9.4726;3.4575;12.1441;1.0000
2025-11-01T04:14:00.0/2025-11-01T04:15:00.0;18.0295;13.2604;10.5546;2.7059;13.4925;13.0021;9.6130;3.3892;12.2888;1.0000
2025-11-01T04:15:00.0/2025-11-01T04:16:00.0;18.0806;13.3043;10.5936;2.7107;13.5042;13.0740;9.7539;3.3202;12.4337;1.0000
2025-11-01T04:16:00.0/2025-11-01T04:17:00.0;18.1313;13.3478;10.6323;2.7155;13.5157;13.1458;9.8953;3.2505;12.5787;1.0000
2025-11-01T04:17:00.0/2025-11-01T04:18:00.0;18.1816;13.3911;10.6708;2.7203;13.5270;13.2175;10.0372;3.1803;12.7238;1.0000
2025-11-01T04:18:00.0/2025-11-01T04:19:00.0;18.2316;13.4340;10.7090;2.7250;13.5383;13.2890;10.1797;3.1094;12.8690;1.0000
2025-11-01T04:19:00.0/2025-11-01T04:20:00.0;18.2812;13.4767;10.7470;2.7297;13.5493;13.3605;10.3226;3.0379;13.0143;1.0000
2025-11-01T04:20:00.0/2025-11-01T04:21:00.0;18.3305;13.5190;10.7846;2.7344;13.5603;13.4318;10.4660;2.9658;13.1597;1.0000
2025-11-01T04:21:00.0/2025-11-01T04:22:00.0;18.3794;13.5610;10.8220;2.7390;13.5711;13.5030;10.6099;2.8931;13.3051;1.0000
2025-11-01T04:22:00.0/2025-11-01T04:23:00.0;18.4279;13.6027;10.8592;2.7435;13.5819;13.5741;10.7544;2.8197;13.4508;1.0000
2025-11-01T04:23:00.0/2025-11-01T04:24:00.0;18.4761;13.6441;10.8962;2.7479;13.5927;13.6441;10.8962;2.7479;13.5927;1.0000
2025-11-01T04:24:00.0/2025-11-01T04:25:00.0;18.5239;13.6853;10.9330;2.7523;13.6033;13.6853;10.9330;2.7523;13.6033;1.0000
2025-11-01T04:25:00.0/2025-11-01T04:26:00.0;18.5713;13.7260;10.9694;2.7566;13.6138;13.7260;10.9694;2.7566;13.6138;1.0000
2025-11-01T04:26:00.0/2025-11-01T04:27:00.0;18.6184;13.7665;11.0056;2.7609;13.6242;13.7665;11.0056;2.7609;13.6242;1.0000
2025-11-01T04:27:00.0/2025-11-01T04:28:00.0;18.6651;13.8067;11.0415;2.7652;13.6344;13.8067;11.0415;2.7652;13.6344;1.0000
2025-11-01T04:28:00.0/2025-11-01T04:29:00.0;18.7114;13.8465;11.0771;2.7694;13.6446;13.8465;11.0771;2.7694;13.6446;1.0000
2025-11-01T04:29:00.0/2025-11-01T04:30:00.0;18.7574;13.8861;11.1124;2.7736;13.6545;13.8861;11.1124;2.7736;13.6545;1.0000
2025-11-01T04:30:00.0/2025-11-01T04:31:00.0;18.8030;13.9253;11.1475;2.7778;13.6644;13.9253;11.1475;2.7778;13.6644;1.0000
2025-11-01T04:31:00.0/2025-11-01T04:32:00.0;18.8482;13.9642;11.1822;2.7820;13.6741;13.9642;11.1822;2.7820;13.6741;1.0000
2025-11-01T04:32:00.0/2025-11-01T04:33:00.0;18.8930;14.0028;11.2167;2.7861;13.6837;14.0028;11.2167;2.7861;13.6837;1.0000
2025-11-01T04:33:00.0/2025-11-01T04:34:00.0;18.9375;14.0411;11.2509;2.7902;13.6931;14.0411;11.2509;2.7902;13.6931;1.0000
2025-11-01T04:34:00.0/2025-11-01T04:35:00.0;18.9816;14.0790;11.2847;2.7943;13.7025;14.0790;11.2847;2.7943;13.7025;1.0000
2025-11-01T04:35:00.0/2025-11-01T04:36:00.0;19.0254;14.1167;11.3183;2.7983;13.7117;14.1167;11.3183;2.7983;13.7117;1.0000
2025-11-01T04:36:00.0/2025-11-01T04:37:00.0;19.0687;14.1540;11.3516;2.8023;13.7208;14.1540;11.3516;2.8023;13.7208;1.0000
2025-11-01T04:37:00.0/2025-11-01T04:38:00.0;19.1116;14.1909;11.3846;2.8063;13.7297;14.1909;11.3846;2.8063;13.7297;1.0000
2025-11-01T04:38:00.0/2025-11-01T04:39:00.0;19.1542;14.2276;11.4173;2.8103;13.7386;14.2276;11.4173;2.8103;13.7386;1.0000
2025-11-01T04:39:00.0/2025-11-01T04:40:00.0;19.1964;14.2639;11.4497;2.8142;13.7473;14.2639;11.4497;2.8142;13.7473;1.0000
2025-11-01T04:40:00.0/2025-11-01T04:41:00.0;19.2383;14.2999;11.4818;2.8181;13.7558;14.2999;11.4818;2.8181;13.7558;1.0000
2025-11-01T04:41:00.0/2025-11-01T04:42:00.0;19.2797;14.3356;11.5136;2.8220;13.7643;14.3356;11.5136;2.8220;13.7643;1.0000
2025-11-01T04:42:00.0/2025-11-01T04:43:00.0;19.3208;14.3710;11.5452;2.8258;13.7726;14.3710;11.5452;2.8258;13.7726;1.0000
2025-11-01T04:43:00.0/2025-11-01T04:44:00.0;19.3615;14.4060;11.5764;2.8296;13.7809;14.4060;11.5764;2.8296;13.7809;1.0000
2025-11-01T04:44:00.0/2025-11-01T04:45:00.0;19.4018;14.4407;11.6073;2.8334;13.7890;14.4407;11.6073;2.8334;13.7890;1.0000
2025-11-01T04:45:00.0/2025-11-01T04:46:00.0;19.4417;14.4751;11.6379;2.8372;13.7969;14.4751;11.6379;2.8372;13.7969;1.0000
2025-11-01T04:46:00.0/2025-11-01T04:47:00.0;19.4813;14.5092;11.6682;2.8409;13.8048;14.5092;11.6682;2.8409;13.8048;1.0000
2025-11-01T04:47:00.0/2025-11-01T04:48:00.0;19.5204;14.5428;11.6982;2.8446;13.8126;14.5428;11.6982;2.8446;13.8126;1.0000
2025-11-01T04:48:00.0/2025-11-01T04:49:00.0;19.5592;14.5762;11.7279;2.8483;13.8202;14.5762;11.7279;2.8483;13.8202;1.0000
2025-11-01T04:49:00.0/2025-11-01T04:50:00.0;19.5976;14.6093;11.7573;2.8520;13.8277;14.6093;11.7573;2.8520;13.8277;1.0000
2025-11-01T04:50:00.0/2025-11-01T04:51:00.0;19.6356;14.6420;11.7864;2.8556;13.8351;14.6420;11.7864;2.8556;13.8351;1.0000
2025-11-01T04:51:00.0/2025-11-01T04:52:00.0;19.6732;14.6744;11.8152;2.8592;13.8424;14.6744;11.8152;2.8592;13.8424;1.0000
2025-11-01T04:52:00.0/2025-11-01T04:53:00.0;19.7104;14.7064;11.8437;2.8628;13.8495;14.7064;11.8437;2.8628;13.8495;1.0000
2025-11-01T04:53:00.0/2025-11-01T04:54:00.0;19.7472;14.7381;11.8718;2.8663;13.8566;14.7381;11.8718;2.8663;13.8566;1.0000
2025-11-01T04:54:00.0/2025-11-01T04:55:00.0;19.7837;14.7695;11.8997;2.8698;13.8635;14.7695;11.8997;2.8698;13.8635;1.0000
2025-11-01T04:55:00.0/2025-11-01T04:56:00.0;19.8197;14.8005;11.9272;2.8733;13.8704;14.8005;11.9272;2.8733;13.8704;1.0000
2025-11-01T04:56:00.0/2025-11-01T04:57:00.0;19.8554;14.8312;11.9545;2.8768;13.8771;14.8312;11.9545;2.8768;13.8771;1.0000
2025-11-01T04:57:00.0/2025-11-01T04:58:00.0;19.8906;14.8616;11.9814;2.8802;13.8837;14.8616;11.9814;2.8802;13.8837;1.0000
2025-11-01T04:58:00.0/2025-11-01T04:59:00.0;19.9255;14.8916;12.0080;2.8836;13.8902;14.8916;12.0080;2.8836;13.8902;1.0000
2025-11-01T04:59:00.0/2025-11-01T05:00:00.0;19.9600;14.9213;12.0343;2.8870;13.8965;14.9213;12.0343;2.8870;13.8965;1.0000
2025-11-01T05:00:00.0/2025-11-01T05:01:00.0;19.9941;14.9506;12.0603;2.8904;13.9028;14.9506;12.0603;2.8904;13.9028;1.0000
2025-11-01T05:01:00.0/2025-11-01T05:02:00.0;20.0277;14.9796;12.0859;2.8937;13.9090;14.9796;12.0859;2.8937;13.9090;1.0000
2025-11-01T05:02:00.0/2025-11-01T05:03:00.0;20.0610;15.0083;12.1113;2.8970;13.9150;15.0083;12.1113;2.8970;13.9150;1.0000
2025-11-01T05:03:00.0/2025-11-01T05:04:00.0;20.0939;15.0366;12.1363;2.9003;13.9210;15.0366;12.1363;2.9003;13.9210;1.0000
2025-11-01T05:04:00.0/2025-11-01T05:05:00.0;20.1264;15.0646;12.1611;2.9035;13.9268;15.0646;12.1611;2.9035;13.9268;1.0000
2025-11-01T05:05:00.0/2025-11-01T05:06:00.0;20.1585;15.0922;12.1854;2.9067;13.9325;15.0922;12.1854;2.9067;13.9325;1.0000
2025-11-01T05:06:00.0/2025-11-01T05:07:00.0;20.1903;15.1195;12.2095;2.9099;13.9381;15.1195;12.2095;2.9099;13.9381;1.0000
2025-11-01T05:07:00.0/2025-11-01T05:08:00.0;20.2216;15.1464;12.2333;2.9131;13.9436;15.1464;12.2333;2.9131;13.9436;1.0000
2025-11-01T05:08:00.0/2025-11-01T05:09:00.0;20.2525;15.1730;12.2567;2.9163;13.9490;15.1730;12.2567;2.9163;13.9490;1.0000
2025-11-01T05:09:00.0/2025-11-01T05:10:00.0;20.2830;15.1993;12.2799;2.9194;13.9543;15.1993;12.2799;2.9194;13.9543;1.0000
2025-11-01T05:10:00.0/2025-11-01T05:11:00.0;20.3131;15.2251;12.3027;2.9225;13.9595;15.2251;12.3027;2.9225;13.9595;1.0000
2025-11-01T05:11:00.0/2025-11-01T05:12:00.0;20.3428;15.2507;12.3251;2.9255;13.9646;15.2507;12.3251;2.9255;13.9646;1.0000
2025-11-01T05:12:00.0/2025-11-01T05:13:00.0;20.3721;15.2759;12.3473;2.9286;13.9696;15.2759;12.3473;2.9286;13.9696;1.0000
2025-11-01T05:13:00.0/2025-11-01T05:14:00.0;20.4010;15.3007;12.3691;2.9316;13.9745;15.3007;12.3691;2.9316;13.9745;1.0000
2025-11-01T05:14:00.0/2025-11-01T05:15:00.0;20.4295;15.3252;12.3906;2.9346;13.9792;15.3252;12.3906;2.9346;13.9792;1.0000
2025-11-01T05:15:00.0/2025-11-01T05:16:00.0;20.4576;15.3494;12.4118;2.9376;13.9839;15.3494;12.4118;2.9376;13.9839;1.0000
2025-11-01T05:16:00.0/2025-11-01T05:17:00.0;20.4853;15.3732;12.4327;2.9405;13.9885;15.3732;12.4327;2.9405;13.9885;1.0000
2025-11-01T05:17:00.0/2025-11-01T05:18:00.0;20.5126;15.3966;12.4532;2.9434;13.9929;15.3966;12.4532;2.9434;13.9929;1.0000
2025-11-01T05:18:00.0/2025-11-01T05:19:00.0;20.5395;15.4197;12.4734;2.9463;13.9973;15.4197;12.4734;2.9463;13.9973;1.0000
2025-11-01T05:19:00.0/2025-11-01T05:20:00.0;20.5660;15.4424;12.4933;2.9492;14.0016;15.4424;12.4933;2.9492;14.0016;1.0000
2025-11-01T05:20:00.0/2025-11-01T05:21:00.0;20.5921;15.4648;12.5128;2.9520;14.0057;15.4648;12.5128;2.9520;14.0057;1.0000
2025-11-01T05:21:00.0/2025-11-01T05:22:00.0;20.6177;15.4869;12.5321;2.9548;14.0098;15.4869;12.5321;2.9548;14.0098;1.0000
2025-11-01T05:22:00.0/2025-11-01T05:23:00.0;20.6430;15.5085;12.5509;2.9576;14.0137;15.5085;12.5509;2.9576;14.0137;1.0000
2025-11-01T05:23:00.0/2025-11-01T05:24:00.0;20.6679;15.5299;12.5695;2.9604;14.0176;15.5299;12.5695;2.9604;14.0176;1.0000
2025-11-01T05:24:00.0/2025-11-01T05:25:00.0;20.6923;15.5508;12.5877;2.9631;14.0213;15.5508;12.5877;2.9631;14.0213;1.0000
2025-11-01T05:25:00.0/2025-11-01T05:26:00.0;20.7163;15.5714;12.6056;2.9658;14.0250;15.5714;12.6056;2.9658;14.0250;1.0000
2025-11-01T05:26:00.0/2025-11-01T05:27:00.0;20.7400;15.5917;12.6232;2.9685;14.0285;15.5917;12.6232;2.9685;14.0285;1.0000
2025-11-01T05:27:00.0/2025-11-01T05:28:00.0;20.7632;15.6116;12.6405;2.9711;14.0320;15.6116;12.6405;2.9711;14.0320;1.0000
2025-11-01T05:28:00.0/2025-11-01T05:29:00.0;20.7860;15.6311;12.6574;2.9738;14.0353;15.6311;12.6574;2.9738;14.0353;1.0000
2025-11-01T05:29:00.0/2025-11-01T05:30:00.0;20.8084;15.6503;12.6739;2.9764;14.0386;15.6503;12.6739;2.9764;14.0386;1.0000
2025-11-01T05:30:00.0/2025-11-01T05:31:00.0;20.8304;15.6692;12.6902;2.9790;14.0417;15.6692;12.6902;2.9790;14.0417;1.0000
2025-11-01T05:31:00.0/2025-11-01T05:32:00.0;20.8521;15.6877;12.7061;2.9815;14.0448;15.6877;12.7061;2.9815;14.0448;1.0000
2025-11-01T05:32:00.0/2025-11-01T05:33:00.0;20.8732;15.7057;12.7217;2.9841;14.0477;15.7057;12.7217;2.9841;14.0477;1.0000
2025-11-01T05:33:00.0/2025-11-01T05:34:00.0;20.8940;15.7235;12.7369;2.9866;14.0506;15.7235;12.7369;2.9866;14.0506;1.0000
2025-11-01T05:34:00.0/2025-11-01T05:35:00.0;20.9143;15.7409;12.7518;2.9891;14.0534;15.7409;12.7518;2.9891;14.0534;1.0000
2025-11-01T05:35:00.0/2025-11-01T05:36:00.0;20.9342;15.7579;12.7664;2.9915;14.0560;15.7579;12.7664;2.9915;14.0560;1.0000
2025-11-01T05:36:00.0/2025-11-01T05:37:00.0;20.9538;15.7746;12.7806;2.9939;14.0586;15.7746;12.7806;2.9939;14.0586;1.0000
2025-11-01T05:37:00.0/2025-11-01T05:38:00.0;20.9729;15.7909;12.7945;2.9963;14.0611;15.7909;12.7945;2.9963;14.0611;1.0000
2025-11-01T05:38:00.0/2025-11-01T05:39:00.0;20.9916;15.8068;12.8081;2.9987;14.0634;15.8068;12.8081;2.9987;14.0634;1.0000
2025-11-01T05:39:00.0/2025-11-01T05:40:00.0;21.0099;15.8224;12.8213;3.0011;14.0657;15.8224;12.8213;3.0011;14.0657;1.0000
2025-11-01T05:40:00.0/2025-11-01T05:41:00.0;21.0278;15.8376;12.8342;3.0034;14.0679;15.8376;12.8342;3.0034;14.0679;1.0000
2025-11-01T05:41:00.0/2025-11-01T05:42:00.0;21.0452;15.8525;12.8468;3.0057;14.0700;15.8525;12.8468;3.0057;14.0700;1.0000
2025-11-01T05:42:00.0/2025-11-01T05:43:00.0;21.0622;15.8670;12.8590;3.0080;14.0720;15.8670;12.8590;3.0080;14.0720;1.0000
