dhi,dni,ghi,gti,period_end,period
0,0,0,0,2025-10-02 18:25:00+05:30,PT5M
0,0,0,0,2025-10-02 18:30:00+05:30,PT5M
0,0,0,0,2025-10-02 18:35:00+05:30,PT5M
0,0,0,0,2025-10-02 18:40:00+05:30,PT5M
0,0,0,0,2025-10-02 18:45:00+05:30,PT5M
0,0,0,0,2025-10-02 18:50:00+05:30,PT5M
0,0,0,0,2025-10-02 18:55:00+05:30,PT5M
0,0,0,0,2025-10-02 19:00:00+05:30,PT5M
0,0,0,0,2025-10-02 19:05:00+05:30,PT5M
0,0,0,0,2025-10-02 19:10:00+05:30,PT5M
0,0,0,0,2025-10-02 19:15:00+05:30,PT5M
0,0,0,0,2025-10-02 19:20:00+05:30,PT5M
0,0,0,0,2025-10-02 19:25:00+05:30,PT5M
0,0,0,0,2025-10-02 19:30:00+05:30,PT5M
0,0,0,0,2025-10-02 19:35:00+05:30,PT5M
0,0,0,0,2025-10-02 19:40:00+05:30,PT5M
0,0,0,0,2025-10-02 19:45:00+05:30,PT5M
0,0,0,0,2025-10-02 19:50:00+05:30,PT5M
0,0,0,0,2025-10-02 19:55:00+05:30,PT5M
0,0,0,0,2025-10-02 20:00:00+05:30,PT5M
0,0,0,0,2025-10-02 20:05:00+05:30,PT5M
